tc_name,index,transaction_type,roll_date,effective_at,transaction_date,original_amount_cents,exp_line_item_type,exp_original_amount_cents,exp_balance_cents,exp_principal_cents
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,408,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,409,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,410,validation,,,2020-12-06T,,LATE_FEE,2800,2800,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,411,getlineitem,,2020-09-30T,,,FEE_SURCHARGE,,,
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,412,validation,2021-12-28T11:15:03-05:00,,2020-09-30T,,FEE_SURCHARGE,15000,15000,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,413,getlineitem,,2020-09-11T,,,ORIG_FEE,,,
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,414,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,415,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,417,creditoffset,,2020-09-12T12:16:16-04:00,,50,,,,
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,419,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,420,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,421,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,422,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,423,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,424,paymentreversal,,,,,,,,
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,425,feereversal,,,,,,,,
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,426,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,427,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,428,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,429,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,430,validation,,,2020-12-06T,,LATE_FEE,2800,2800,0
PP1481 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Installment,431,validation,,,,,FEE_REVERSAL,-20000,0,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,432,getlineitem,,2020-09-11T,,,ORIG_FEE,,,
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,433,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,435,creditoffset,,2020-09-12T12:16:16-04:00,,50,,,,
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,437,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,438,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,439,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,440,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,441,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,442,paymentreversal,,,,,,,,
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,443,feereversal,,,,,,,,
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,444,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,445,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,446,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,447,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,448,validation,,,2020-10-15T,,LATE_FEE,2800,2800,0
PP2171 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Revolving,449,validation,,,,,FEE_REVERSAL,-20000,0,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,450,getlineitem,,2020-09-11T,,,ORIG_FEE,,,
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,451,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,452,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,454,creditoffset,,2020-09-12T12:16:16-04:00,,50,,,,
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,456,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,457,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,458,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,459,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,460,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,461,paymentreversal,,,,,,,,
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,462,feereversal,,,,,,,,
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,463,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,464,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,465,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,466,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,467,validation,,,2020-11-08T,,LATE_FEE,2800,2800,0
PP2172 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Charge,468,validation,,,,,FEE_REVERSAL,-20000,0,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,469,getlineitem,,2020-09-11T,,,ORIG_FEE,,,
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,470,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,471,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,473,creditoffset,,2020-09-12T12:16:16-04:00,,50,,,,
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,475,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,476,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,477,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,478,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,479,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,480,paymentreversal,,,,,,,,
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,481,feereversal,,,,,,,,
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,482,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,483,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,484,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,485,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,486,validation,,,2020-12-06T,,LATE_FEE,2800,2800,0
PP2173 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge waiver of fees Line items  on Credit,487,validation,,,,,FEE_REVERSAL,-20000,0,0
